batch_id,coder_id,case_id,document_id,sentence_id,mipvu_id,lexical_unit,lemma,language,sentence_unit_ordinal,sentence_text,semantic_control_term,semantic_control_risk,decision_type,contextual_meaning,basic_meaning,basic_meaning_source,contrast_explanation,comparison_basis,confidence,review_notes,semantic_shift_risk,candidate_source_domain,candidate_target_domain,review_status,annotator
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu034,country,country,en,34,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu035,seeing,seeing,en,35,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu036,their,their,en,36,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu037,property,property,en,37,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu038,destroyed,destroyed,en,38,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu039,their,their,en,39,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu040,families,families,en,40,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu041,insulted,insulted,en,41,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu042,and,and,en,42,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu043,their,their,en,43,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu044,lives,lives,en,44,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu045,endangered,endangered,en,45,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu046,their,their,en,46,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu047,persons,persons,en,47,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu048,injured,injured,en,48,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu049,and,and,en,49,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu050,seeing,seeing,en,50,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu051,nothing,nothing,en,51,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu052,in,in,en,52,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu053,prospect,prospect,en,53,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu054,that,that,en,54,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu055,forebodes,forebodes,en,55,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,uncertain,borderline source-domain contrast in independent second-pass coding,basic meaning may remain close to contextual period usage,Webster 1828,The second pass treats the contrast as less settled than the adjudicated first-pass decision.,Possible metaphorical comparison is present but weaker or conventionalized.,0.55,Codex-assisted second-pass reliability divergence; adjudication required.,medium,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu056,a,a,en,56,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu057,change,change,en,57,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu058,for,for,en,58,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu059,the,the,en,59,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu060,better,better,en,60,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu061,become,become,en,61,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu062,tired,tired,en,62,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu063,of,of,en,63,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu064,and,and,en,64,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu065,disgusted,disgusted,en,65,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu066,with,with,en,66,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu067,a,a,en,67,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu068,government,government,en,68,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu069,that,that,en,69,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu070,offers,offers,en,70,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu071,them,them,en,71,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu072,no,no,en,72,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu073,protection,protection,en,73,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu074,and,and,en,74,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu075,are,are,en,75,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu076,not,not,en,76,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu077,much,much,en,77,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu078,averse,averse,en,78,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu079,to,to,en,79,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu080,a,a,en,80,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
lincoln-reliability-v1,codex-coder-b,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s15,lincoln-lyceum-address_s01_p11_s15_lu081,change,change,en,81,"While, on the other hand, good men, men who love tranquillity, who desire to abide by the laws and enjoy their benefits, who would gladly spill their blood in the defense of their country, seeing their property destroyed, their families insulted, and their lives endangered, their persons injured, and seeing nothing in prospect that forebodes a change for the better, become tired of and disgusted with a government that offers them no protection, and are not much averse to a change in which they imagine they have nothing to lose.",,,non_metaphor,,,,,,,,,,,reviewed,codex-coder-b
