case_id,document_id,sentence_id,mipvu_id,lexical_unit,lemma,language,unit_ordinal,sentence_unit_ordinal,sentence_text,semantic_control_term,semantic_control_risk,current_review_status,current_decision_type,decision_type,contextual_meaning,basic_meaning,basic_meaning_source,contrast_explanation,comparison_basis,confidence,review_notes,semantic_shift_risk,candidate_source_domain,candidate_target_domain,review_status,annotator
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s16,lincoln-lyceum-address_s01_p11_s16_lu035,be,be,en,1517,35,"Thus, then, by the operation of this mobocratic spirit which all must admit is now abroad in the land, the strongest bulwark of any government, and particularly of those constituted like ours, may effectually be broken down and destroyed--I mean the attachment of the people.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s16,lincoln-lyceum-address_s01_p11_s16_lu036,broken,broken,en,1518,36,"Thus, then, by the operation of this mobocratic spirit which all must admit is now abroad in the land, the strongest bulwark of any government, and particularly of those constituted like ours, may effectually be broken down and destroyed--I mean the attachment of the people.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s16,lincoln-lyceum-address_s01_p11_s16_lu037,down,down,en,1519,37,"Thus, then, by the operation of this mobocratic spirit which all must admit is now abroad in the land, the strongest bulwark of any government, and particularly of those constituted like ours, may effectually be broken down and destroyed--I mean the attachment of the people.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s16,lincoln-lyceum-address_s01_p11_s16_lu038,and,and,en,1520,38,"Thus, then, by the operation of this mobocratic spirit which all must admit is now abroad in the land, the strongest bulwark of any government, and particularly of those constituted like ours, may effectually be broken down and destroyed--I mean the attachment of the people.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s16,lincoln-lyceum-address_s01_p11_s16_lu039,destroyed,destroyed,en,1521,39,"Thus, then, by the operation of this mobocratic spirit which all must admit is now abroad in the land, the strongest bulwark of any government, and particularly of those constituted like ours, may effectually be broken down and destroyed--I mean the attachment of the people.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s16,lincoln-lyceum-address_s01_p11_s16_lu040,I,i,en,1522,40,"Thus, then, by the operation of this mobocratic spirit which all must admit is now abroad in the land, the strongest bulwark of any government, and particularly of those constituted like ours, may effectually be broken down and destroyed--I mean the attachment of the people.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s16,lincoln-lyceum-address_s01_p11_s16_lu041,mean,mean,en,1523,41,"Thus, then, by the operation of this mobocratic spirit which all must admit is now abroad in the land, the strongest bulwark of any government, and particularly of those constituted like ours, may effectually be broken down and destroyed--I mean the attachment of the people.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s16,lincoln-lyceum-address_s01_p11_s16_lu042,the,the,en,1524,42,"Thus, then, by the operation of this mobocratic spirit which all must admit is now abroad in the land, the strongest bulwark of any government, and particularly of those constituted like ours, may effectually be broken down and destroyed--I mean the attachment of the people.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s16,lincoln-lyceum-address_s01_p11_s16_lu043,attachment,attachment,en,1525,43,"Thus, then, by the operation of this mobocratic spirit which all must admit is now abroad in the land, the strongest bulwark of any government, and particularly of those constituted like ours, may effectually be broken down and destroyed--I mean the attachment of the people.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s16,lincoln-lyceum-address_s01_p11_s16_lu044,of,of,en,1526,44,"Thus, then, by the operation of this mobocratic spirit which all must admit is now abroad in the land, the strongest bulwark of any government, and particularly of those constituted like ours, may effectually be broken down and destroyed--I mean the attachment of the people.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s16,lincoln-lyceum-address_s01_p11_s16_lu045,the,the,en,1527,45,"Thus, then, by the operation of this mobocratic spirit which all must admit is now abroad in the land, the strongest bulwark of any government, and particularly of those constituted like ours, may effectually be broken down and destroyed--I mean the attachment of the people.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s16,lincoln-lyceum-address_s01_p11_s16_lu046,people,people,en,1528,46,"Thus, then, by the operation of this mobocratic spirit which all must admit is now abroad in the land, the strongest bulwark of any government, and particularly of those constituted like ours, may effectually be broken down and destroyed--I mean the attachment of the people.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu001,Whenever,whenever,en,1529,1,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu002,this,this,en,1530,2,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu003,effect,effect,en,1531,3,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu004,shall,shall,en,1532,4,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu005,be,be,en,1533,5,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu006,produced,produced,en,1534,6,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu007,among,among,en,1535,7,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu008,us,us,en,1536,8,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu009,whenever,whenever,en,1537,9,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu010,the,the,en,1538,10,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu011,vicious,vicious,en,1539,11,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu012,portion,portion,en,1540,12,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu013,of,of,en,1541,13,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu014,population,population,en,1542,14,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu015,shall,shall,en,1543,15,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu016,be,be,en,1544,16,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu017,permitted,permitted,en,1545,17,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu018,to,to,en,1546,18,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu019,gather,gather,en,1547,19,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu020,in,in,en,1548,20,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu021,bands,bands,en,1549,21,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu022,of,of,en,1550,22,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu023,hundreds,hundreds,en,1551,23,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu024,and,and,en,1552,24,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu025,thousands,thousands,en,1553,25,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu026,and,and,en,1554,26,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu027,burn,burn,en,1555,27,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu028,churches,churches,en,1556,28,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu029,ravage,ravage,en,1557,29,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu030,and,and,en,1558,30,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu031,rob,rob,en,1559,31,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu032,provision-stores,provision-stores,en,1560,32,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu033,throw,throw,en,1561,33,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu034,printing,printing,en,1562,34,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu035,presses,presses,en,1563,35,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu036,into,into,en,1564,36,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu037,rivers,rivers,en,1565,37,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu038,shoot,shoot,en,1566,38,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu039,editors,editors,en,1567,39,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu040,and,and,en,1568,40,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu041,hang,hang,en,1569,41,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu042,and,and,en,1570,42,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu043,burn,burn,en,1571,43,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu044,obnoxious,obnoxious,en,1572,44,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p11_s17,lincoln-lyceum-address_s01_p11_s17_lu045,persons,persons,en,1573,45,"Whenever this effect shall be produced among us; whenever the vicious portion of population shall be permitted to gather in bands of hundreds and thousands, and burn churches, ravage and rob provision-stores, throw printing presses into rivers, shoot editors, and hang and burn obnoxious persons at pleasure and with impunity, depend on it, this government cannot last.",,,reviewed,non_metaphor,non_metaphor,,,,,,,,,,,reviewed,codex-assisted-mipvu-v1
